Variable,FOUND,OCC10,OCCINDV,OCCSTATUS,OCCTAG,PRESTG10,PRESTG105PLUS,INDUS10,INDSTATUS,INDTAG,SPOCC10,SPOCCINDV,SPOCCSTATUS,SPOCCTAG,SPPRES10,SPPRES105PLUS,SPIND10,SPINDSTATUS,SPINDTAG,PAOCC10,PAOCCINDV,PAOCCSTATUS,PAOCCTAG,PAPRES10,PAPRES105PLUS,PAIND10,PAINDSTATUS,PAINDTAG,MAOCC10,MAOCCINDV,MAOCCSTATUS,MAOCCTAG,MAPRES10,MAPRES105PLUS,MAIND10,MAINDSTATUS,MAINDTAG,SEI10,SPSEI10,PASEI10,MASEI10,SEI10EDUC,SPSEI10EDUC,PASEI10EDUC,MASEI10EDUC,SEI10INC,SPSEI10INC,PASEI10INC,MASEI10INC,FAMILY16,FORM,FORMWT,ID,MARITAL,OVERSAMP,RACE,REG16,REGION,SAMPCODE,SAMPLE,SATFRND,SEX,SIZE,SRCBELT,WRKSTAT,WTSS,WTSSALL,WTSSNR,XNORCSIZ,YEAR,DEGREE,RELIG,SATCITY,SIBS,TICKET,ADULTS,BABIES,HOMPOP,PRETEEN,RELIG16,SATHEALT,SOCREL,TEENS,UNEMP,ATTEND,BURGLR,EDUC,ETHNUM,MEMNUM,RES16,VETYEARS,COOP,GOVAID,HAPPY,HEALTH,SATFAM,COMPREND,OWNGUN,PISTOL,RIFLE,SATHOBBY,SHOTGUN,AGE,COHORT,PHONE,SATFIN,SOCFREND,CHILDS,ARREST,SOCOMMUN,CLASS,MEMCHURH,FINALTER,POVLINE,ANOMIA1,FINRELA,INCOM16,ROBBRY,FEAR,ANOMIA8,GETAHEAD,VOTE72,ANOMIA2,EARNRS,PILL,ANOMIA4,CHLDMORE,FUND16,MEMUNION,RELITEN,CONTV,MEMPOLIT,MEMSPORT,MEMVET,MEMYOUTH,ANOMIA9,CONPRESS,FUND,MEMFARM,MEMFRAT,MEMGREEK,MEMHOBBY,MEMNAT,MEMPROF,MEMSCHL,SOCBAR,SPKATH,MEMLIT,MEMSERV,PARTYID,CONEDUC,CONMEDIC,XMARSEX,GUNLAW,JOBHOUR,JOBINC,JOBMEANS,JOBPROMO,JOBSEC,ABHLTH,MEMOTHER,CONCLERG,CONFED,FEWORK,WORDSUM,LIBATH,ANOMIA3,ANOMIA6,ANOMIA7,CHLDIDEL,CONARMY,LIFE,ABDEFECT,CONLABOR,SPKCOM,COMMUN,MOBILE16,ANOMIA5,CONLEGIS,TEENPILL,FEPRES,WORDD,FEHOME,SEXEDUC,CONBUS,COLATH,PREMARSX,SPKSOC,BUSING,LIBCOM,NATSPAC,CANADA,NATHEAL,WIRTAP,RACPRES,NATAID,NATFARE,LIBHOMO,ABRAPE,ABSINGLE,ENGLAND,WORDB,INCOME,NATEDUC,ABPOOR,SPKHOMO,CONJUDGE,WORDI,HOMOSEX,ABNOMORE,RUSSIA,POLVIEWS,WORDA,JAPAN,LIBSOC,NATCRIME,CAPPUN,COLHOMO,DIVLAW,COLSOC,NATDRUG,CHINA,COLCOM,NATARMS,NATRACE,WORDJ,NATENVIR,ISRAEL,WORDF,CONINC,EGYPT,REALINC,WRKSLF,INCDEF,ISCO68,OCC,PRESTIGE,INDUSTRY,DOTDATA,DOTGED,DOTPEOP,DOTPRES,DOTSVP,DOTTHNG,WORDG,CONSCI,WORDE,UNRELAT,MADEG,RACHOME,AGEWED,MARCOHRT,PAWRKSLF,RACDIN,RACFEW,PAISCO68,PAOCC16,PAPRES16,PAIND16,RACMAR,MAWORK,BRAZIL,PADOTDAT,PADOTGED,PADOTPEO,PADOTPRE,PADOTSVP,PADOTTHN,RACLIVE,NATCITY,MAEDUC,SATJOB,WORDH,RACHAF,ETHNIC,DIVORCE,WORDC,PADEG,PAEDUC,SPWRKSTA,WKSUB,SPREL,HAPMAR,SPDEG,SPREL16,SPEDUC,SPFUND,SPFUND16,WKSUP,PRES72,DENOM16,SPWRKSLF,SPISCO68,SPOCC,SPPRES,SPIND,DENOM,SPDOTDAT,SPDOTGED,SPDOTPEO,SPDOTPRE,SPDOTSVP,SPDOTTHN,RINCOME,RACMOST,CONRINC,REALRINC,WKSUBS,RICHWORK,HRS1,PRAYER,FEPOLY,PRAYERY,SPDEN16,SPDEN,FEPOL,COURTS,EVWORK,SPHRS1,MAWK16,MAWKBABY,RACCLOS,RACDIS,RACINTEG,COURTSY,WKSUPS,SPEVWORK,IF72WHO,FAMDIF16,VETKIND,CHLDNUM,CHLDSOON,OTHER,OTH16,SPOTHER,SPOTH16,HRS2,SPHRS2
,1,7720,1,3,1,27,12,3370,3,1,0,0,1,1,0,0,0,1,1,1430,1,3,1,63,91,3960,3,1,0,0,1,1,0,0,0,1,1,23.3,-1.0,81.6,-1.0,28.2,-1.0,90.5,-1.0,15.9,-1.0,89.6,-1.0,1,1,1.000,115,5,1.0000,1,9,9,161,2,2,2,68,3,1,1.00,1.40,1.00,3,1974,1,2,2,2,2,3,0,3,0,2,1,3,0,2,7,2,12,1,0,3,0,1,2,2,2,2,2,1,2,1,2,2,25,1949,3,1,2,0,2,2,2,2,2,3,1,2,3,2,1,1,3,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,1,2,2,3,3,1,1,1,4,2,3,1,5,1,2,1,3,1,3,2,1,1,1,2,1,2,1,2,1,1,1,1,3,1,1,0,2,1,1,5,4,1,1,1,3,0,3,2,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,9,2,0,0,2,1,1,5,1,4,1,3,4,2,3,0,1,2,9,15198,1,11103,2,5,8493,602,27,207,6.65,2.42,8.00,30.3,3.24,4.59,1,1,9,0,1,2,0,0,2,2,2,3911,323,36,247,2,1,1,2.54,3.86,6.88,43.6,5.04,7.49,1,3,12,2,9,2,15,0,9,1,12,0,1,0,0,7,0,97,0,0,2,0,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,1,2,1689,1234,3,1,40,2,0,0,0,0,1,2,0,-1,1,2,1,2,2,0,0,0,1,0,-1,0,-1,0,0,0,0,-1,-1
,1,7010,1,3,1,49,59,3090,3,1,5120,1,3,1,45,48,4670,3,1,9810,1,3,1,63,85,9680,3,1,0,0,1,1,0,0,0,1,1,51.8,38.3,63.1,-1.0,69.7,56.1,76.9,-1.0,46.8,27.9,66.4,-1.0,1,2,1.000,116,1,1.0000,1,8,9,161,2,2,1,2816,1,1,1.00,1.40,1.00,1,1974,1,1,3,5,1,3,0,4,0,1,1,3,1,2,0,2,12,2,0,4,2,1,2,2,1,2,1,2,2,2,2,2,31,1943,3,2,4,2,2,4,3,2,1,3,2,4,3,2,2,1,2,1,1,3,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,1,2,2,2,1,1,1,1,3,1,2,5,4,1,2,1,3,1,6,2,2,1,1,2,2,1,1,3,1,2,3,1,2,1,1,1,2,1,2,5,4,1,2,2,2,0,1,1,1,3,3,2,1,1,1,1,10,2,1,1,2,1,2,1,2,4,1,1,2,2,1,4,3,5,1,4,4,3,2,0,2,0,1,59102,9,43178,2,7,1350,141,43,188,2.02,4.85,2.09,58.0,6.97,8.00,0,2,1,0,1,1,22,1965,2,3,2,5895,590,47,917,2,2,4,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,1,12,2,9,2,30,1,0,1,98,1,1,3,1,1,3,12,3,3,1,1,28,2,3310,305,48,639,28,3.12,3.98,7.91,45.9,5.01,7.96,8,1,30395,22206,3,1,40,0,2,3,0,0,0,0,0,40,0,0,0,0,0,2,4,0,0,0,3,0,-1,0,0,0,0,-1,-1
,1,1820,1,3,1,71,94,7860,3,1,2310,1,3,1,61,85,7860,3,1,8320,1,3,1,32,22,1680,3,1,0,0,1,1,0,0,0,1,1,88.7,80.9,13.2,-1.0,99.8,98.9,16.5,-1.0,81.1,60.7,5.5,-1.0,1,1,1.000,117,1,1.0000,1,3,9,161,2,2,1,2816,1,1,1.00,0.93,1.00,1,1974,4,4,3,2,1,2,0,2,0,3,2,2,0,2,0,2,20,3,5,6,2,1,1,1,1,2,1,2,2,2,2,2,54,1920,3,1,4,2,2,3,3,2,1,3,2,4,4,2,2,2,3,1,2,2,1,2,2,3,1,4,2,1,2,2,1,2,1,3,2,2,2,2,2,1,1,7,1,2,2,1,1,1,2,1,3,4,1,2,5,1,2,1,2,1,10,2,2,2,2,2,3,1,1,2,1,4,3,2,1,1,1,1,2,1,2,4,4,1,1,2,1,4,1,2,1,1,1,2,1,1,4,1,12,1,1,1,1,1,2,1,4,2,1,4,2,1,2,4,1,4,1,4,5,3,1,1,1,4,1,107052,4,94738,1,8,1921,93,71,828,1.07,5.88,1.89,73.0,7.85,7.80,1,1,1,0,1,1,21,1941,1,3,2,7911,613,32,509,2,1,4,4.18,3.12,7.74,29.3,5.51,1.68,8,1,12,1,1,2,0,2,1,0,8,1,1,3,1,3,3,17,3,3,1,1,0,2,1330,142,60,857,0,1.97,4.99,2.03,63.6,6.14,8.00,12,1,108224,96450,3,1,55,1,0,0,0,0,2,1,0,46,1,2,0,0,0,0,3,0,0,0,2,0,-1,0,0,0,0,-1,-1
,1,20,1,3,1,50,65,6870,3,1,950,1,3,1,39,37,6870,3,1,3600,1,3,1,48,50,8190,3,1,0,0,1,1,0,0,0,1,1,68.6,64.4,24.2,-1.0,76.5,83.5,40.8,-1.0,78.9,61.0,11.3,-1.0,1,1,1.000,118,1,1.0000,1,0,9,161,2,2,2,2816,1,7,1.00,0.93,1.00,1,1974,1,1,3,2,2,2,1,3,0,1,2,2,0,2,2,2,12,1,2,3,0,1,2,2,2,1,1,2,2,2,2,2,28,1946,3,2,2,1,2,3,3,2,3,3,1,3,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,5,1,1,2,1,2,1,1,1,5,3,2,1,4,1,2,2,3,1,7,2,2,2,2,2,1,1,1,3,1,3,3,2,2,1,1,1,2,1,2,4,4,1,2,2,2,0,1,2,2,3,3,2,1,1,0,1,10,2,1,1,2,1,3,1,9,4,1,4,2,1,1,4,1,4,2,9,5,2,2,0,1,2,1,59102,9,43178,2,7,3000,312,36,707,1.45,4.36,5.78,52.3,6.73,7.93,1,1,1,0,0,1,23,1969,2,3,2,720,925,36,838,2,2,4,6.81,3.06,6.91,33.6,4.02,7.97,8,1,10,2,9,2,8,2,9,1,12,1,1,3,1,1,3,14,3,3,1,1,60,2,2114,202,72,707,48,1.29,5.06,3.33,60.1,7.81,7.99,0,1,0,0,3,0,-1,1,0,0,0,0,2,2,1,50,0,0,0,0,0,0,3,0,0,0,-1,0,-1,0,39,0,0,-1,-1
,1,2310,1,3,1,61,85,7860,3,1,800,1,3,1,60,85,7280,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,80.9,76.3,-1.0,-1.0,98.9,93.7,-1.0,-1.0,60.7,72.3,-1.0,-1.0,5,2,1.000,119,1,1.0000,1,9,9,161,2,2,2,2816,1,1,1.00,0.93,1.00,1,1974,3,3,3,1,2,2,0,2,0,3,2,3,0,2,2,2,17,3,2,6,0,1,2,1,1,1,1,2,2,2,2,2,27,1947,3,2,3,0,2,7,3,2,1,3,2,4,3,2,1,1,4,1,2,2,1,2,1,3,2,2,3,2,2,2,2,1,2,3,2,2,2,2,2,1,2,6,1,2,1,1,2,1,2,1,4,2,1,3,5,1,2,2,2,1,6,2,2,2,1,2,2,1,1,2,1,3,2,8,8,1,1,1,2,1,3,4,4,1,2,2,3,2,1,2,1,3,2,2,1,1,3,1,11,1,1,1,2,1,5,1,5,4,1,3,2,2,2,4,1,4,1,5,5,3,1,0,1,1,1,75988,6,55515,2,7,1330,142,60,857,1.97,4.99,2.03,63.6,6.14,8.00,0,2,1,0,1,2,23,1970,0,3,2,0,0,0,0,2,1,3,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,8,1,12,2,9,1,0,2,0,7,97,1,1,3,1,3,3,16,3,3,2,1,0,2,1100,1,57,889,0,1.42,4.76,7.69,60.6,7.29,7.98,8,0,30395,22206,3,1,35,0,2,2,0,0,0,0,0,50,2,2,0,0,0,9,0,0,0,1,-1,2,9,0,0,0,0,-1,-1
,1,3255,1,3,1,64,87,8190,3,1,5000,1,3,1,46,54,6370,3,1,5700,1,3,1,47,55,1770,3,1,0,0,1,1,0,0,0,1,1,84.2,52.0,38.8,-1.0,97.8,65.3,57.6,-1.0,80.3,51.8,27.8,-1.0,1,1,1.000,120,1,1.0000,1,2,9,161,2,4,2,2816,1,1,1.00,1.40,1.00,1,1974,1,2,3,14,1,3,0,5,1,2,1,5,1,2,6,2,12,3,1,3,0,1,1,2,1,3,1,2,2,2,4,2,99,9999,9,2,5,3,2,7,3,2,1,4,2,3,3,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,2,2,2,7,1,2,1,1,4,1,3,2,5,1,2,2,2,1,99,1,2,2,1,3,2,2,1,2,2,1,3,1,2,1,1,9,1,1,2,5,1,1,2,8,3,1,1,2,1,3,3,8,1,1,2,9,13,1,1,8,2,9,1,2,4,6,9,4,2,2,1,8,3,4,2,4,8,2,2,9,2,5,9,0,4,0,2,0,710,75,62,838,2.88,4.19,6.44,53.8,6.91,7.99,9,2,9,0,1,2,23,9999,2,3,2,3211,372,46,389,2,2,3,2.98,4.00,6.03,47.7,5.98,7.98,2,1,12,2,9,1,0,2,9,1,12,1,1,2,1,3,2,16,2,2,1,2,0,2,7000,441,45,907,0,1.17,4.15,3.96,44.6,7.14,5.58,13,0,0,0,4,1,40,2,0,0,0,0,1,2,0,40,0,0,0,0,0,0,4,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,9130,1,3,1,35,29,6170,3,1,0,0,1,1,0,0,0,1,1,6740,1,3,1,42,34,6080,3,1,0,0,1,1,0,0,0,1,1,32.0,-1.0,40.0,-1.0,25.4,-1.0,24.4,-1.0,39.4,-1.0,61.5,-1.0,3,2,1.000,121,3,1.0000,1,9,9,163,2,2,1,34,3,1,1.00,0.47,1.00,3,1974,0,5,4,2,1,1,0,1,0,5,6,4,0,2,3,2,11,1,1,4,3,1,1,3,2,2,2,2,2,2,1,2,50,1924,3,3,7,2,2,1,2,2,3,3,2,3,1,2,1,1,1,2,2,1,1,2,2,9,1,2,3,2,2,2,2,1,3,9,2,2,2,2,2,2,2,2,1,2,2,3,3,2,1,1,3,2,1,4,5,1,2,2,2,2,6,1,2,1,1,2,2,2,1,2,2,1,3,1,2,8,1,1,1,1,3,5,2,1,2,1,3,2,8,2,1,3,3,1,1,8,2,1,10,1,1,2,3,1,1,8,9,6,0,5,1,1,1,5,2,4,8,9,4,1,3,0,8,2,1,59102,5,43178,2,7,9852,715,32,417,6.87,2.94,7.95,29.1,3.33,3.13,1,3,1,-1,8,2,35,1959,2,1,1,9990,780,17,407,2,2,5,7.00,2.47,8.00,20.4,3.13,4.36,8,3,98,2,0,0,12,0,0,8,98,0,1,0,0,7,0,97,0,0,1,0,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,10,0,59102,43178,3,2,42,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,2,4,0,4,1,2,0,-1,0,0,0,0,-1,-1
,1,4010,1,3,1,38,29,8690,3,1,4850,1,3,1,45,55,5070,3,1,430,1,3,1,39,42,770,3,1,0,0,1,1,0,0,0,1,1,27.0,62.0,67.7,-1.0,42.3,73.0,76.9,-1.0,14.9,68.1,76.8,-1.0,1,1,1.000,122,1,1.0000,1,9,9,163,2,1,1,34,3,4,1.00,0.93,1.00,3,1974,1,2,2,2,1,2,0,2,0,2,4,3,0,2,2,2,12,1,4,3,2,1,2,1,4,1,1,2,2,2,4,2,50,1924,3,3,5,2,1,3,2,2,1,3,2,4,4,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,3,1,2,2,0,3,1,1,1,5,4,2,1,3,1,2,2,3,2,7,2,2,2,1,3,1,2,1,1,1,3,3,2,2,2,1,1,1,1,2,4,4,2,2,2,3,2,1,1,1,3,3,1,1,2,9,1,9,2,1,2,2,1,1,2,3,4,1,9,2,2,1,5,2,5,2,9,5,1,3,0,1,5,1,42215,9,30841,2,6,5000,230,39,809,1.44,3.97,5.95,43.7,5.99,7.74,0,1,1,0,0,2,24,1948,1,3,2,2190,245,50,68,2,2,9,1.97,4.37,5.59,48.3,6.61,7.18,2,1,10,2,0,2,15,1,1,0,6,7,0,1,1,1,1,14,1,1,0,4,0,2,4510,283,29,677,0,3.95,3.14,5.88,30.7,3.59,7.85,9,1,42215,30841,0,2,-1,2,0,0,60,60,1,2,0,-1,0,0,0,0,0,0,0,1,0,0,4,0,-1,0,0,35,35,-1,-1
,1,4720,1,3,1,28,16,8980,3,1,9600,1,3,1,35,28,2490,3,1,6420,1,3,1,35,26,770,3,1,0,0,1,1,0,0,0,1,1,21.6,20.9,24.0,-1.0,35.0,19.2,21.6,-1.0,9.9,17.6,22.4,-1.0,1,2,1.000,123,1,1.0000,1,9,9,163,2,5,2,34,3,5,1.00,0.93,1.00,3,1974,1,1,7,1,2,2,0,2,0,1,2,5,0,2,5,2,12,2,0,3,0,1,1,1,2,4,1,2,2,2,7,2,68,1906,3,1,6,1,1,7,3,2,1,3,1,3,3,2,1,1,1,1,2,1,1,2,4,2,2,1,3,2,2,2,2,2,3,9,2,2,2,2,2,2,2,7,1,2,2,6,2,2,1,1,5,3,1,4,2,1,2,3,1,1,5,2,2,1,2,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,3,4,1,1,2,1,3,7,1,1,1,3,2,1,1,1,7,1,9,2,1,1,1,1,5,1,9,7,1,9,2,2,1,4,1,4,1,9,4,1,1,0,1,5,0,42215,5,30841,2,6,3940,364,39,787,3.07,3.14,6.07,36.3,4.97,7.87,0,1,1,0,0,2,19,1925,2,1,9,9310,510,30,67,1,1,9,6.59,3.02,7.87,31.3,6.72,1.46,1,2,8,0,0,9,24,1,9,0,8,1,1,1,2,1,1,12,1,1,2,2,28,2,9790,706,29,119,60,6.93,2.10,7.97,22.6,3.09,3.13,0,9,0,0,3,0,-1,0,1,1,18,18,0,0,1,48,1,1,1,1,2,2,0,0,0,0,-1,0,-1,998,0,0,0,-1,-1
,1,8320,1,3,1,32,22,1680,3,1,8220,1,3,1,44,47,3570,3,1,8350,1,3,1,42,46,1680,3,1,0,0,1,1,0,0,0,1,1,13.2,25.1,26.5,-1.0,16.5,22.0,37.0,-1.0,5.5,24.7,16.8,-1.0,1,1,1.000,124,1,1.0000,1,7,9,163,2,4,2,34,3,1,1.00,0.93,1.00,3,1974,0,2,5,5,2,2,0,2,0,2,2,4,0,2,4,2,8,1,0,6,0,1,2,2,2,4,1,2,2,2,6,2,27,1947,1,2,5,0,2,7,2,2,2,3,1,3,3,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,2,1,2,2,1,1,5,1,4,3,2,1,2,2,1,2,4,8,2,2,1,2,1,2,1,2,1,2,3,1,1,1,1,1,2,1,2,4,1,1,2,1,3,1,1,2,1,3,2,1,1,1,1,1,8,1,2,1,1,0,1,2,4,2,1,2,1,2,2,4,2,4,1,3,4,2,1,0,2,4,1,30395,4,22206,2,6,7950,663,25,319,6.69,2.88,7.98,28.9,4.03,2.32,0,1,0,0,0,2,23,1970,2,3,2,7910,551,41,319,2,2,0,4.28,3.27,7.69,31.7,5.62,2.60,2,1,6,2,9,1,17,2,9,0,6,1,1,2,2,0,2,4,2,2,2,1,0,2,8490,653,29,219,0,4.85,3.20,7.89,35.6,4.71,2.76,3,0,11820,8636,3,2,40,2,0,0,0,0,1,3,0,40,0,0,0,0,0,0,0,0,0,0,-1,2,2,0,0,0,0,-1,-1
,1,5700,1,3,1,47,55,3980,3,1,0,0,1,1,0,0,0,1,1,9230,1,3,1,45,46,6080,3,1,0,0,1,1,0,0,0,1,1,38.8,-1.0,50.0,-1.0,57.6,-1.0,38.5,-1.0,27.8,-1.0,70.7,-1.0,1,2,1.000,125,5,1.0000,1,9,9,163,2,3,2,34,3,1,1.00,0.47,1.00,3,1974,1,2,4,3,1,1,0,1,0,2,4,2,0,2,3,2,12,1,0,4,0,1,1,2,3,3,1,2,2,2,5,2,20,1954,3,3,3,0,1,1,2,2,1,3,1,2,3,2,1,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,1,2,1,1,1,5,4,2,1,3,1,2,2,2,1,4,2,2,2,2,3,1,2,1,2,2,3,3,1,1,1,1,1,2,1,1,4,4,2,2,2,2,1,1,2,1,2,3,2,1,1,0,1,3,2,1,1,2,1,4,1,3,2,1,3,2,1,1,4,1,4,1,2,5,3,2,0,1,2,0,11820,2,8636,2,5,3211,372,46,188,2.98,4.00,6.03,47.7,5.98,7.98,0,2,0,-1,1,1,0,0,2,3,1,7000,441,45,407,2,1,1,1.35,3.89,4.28,42.8,6.86,6.09,1,1,12,2,0,0,17,0,0,0,9,0,1,0,0,7,0,97,0,0,1,1,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,3,0,11820,8636,4,1,40,0,2,3,0,0,0,0,0,-1,2,2,2,2,2,3,4,0,0,0,-1,2,1,0,0,0,0,-1,-1
,1,9130,1,3,1,35,29,3890,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,32.0,-1.0,-1.0,-1.0,25.4,-1.0,-1.0,-1.0,39.4,-1.0,-1.0,-1.0,5,1,1.000,126,5,1.0000,1,9,9,163,2,2,1,71,3,1,1.00,3.73,1.00,3,1974,1,1,2,6,1,8,1,11,1,1,1,1,1,2,7,2,12,1,3,3,2,1,2,2,1,2,2,2,2,2,4,2,27,1947,3,3,7,0,2,2,3,1,2,3,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,7,1,1,2,0,1,3,1,1,2,4,5,3,1,1,2,3,1,2,2,1,1,2,1,4,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,4,1,2,1,1,3,3,2,2,9,1,1,1,1,2,3,0,11,1,2,2,1,0,1,2,7,4,1,0,1,1,2,5,2,5,3,7,4,2,2,0,1,0,0,75988,0,55515,2,7,9853,705,28,118,4.68,2.90,6.45,30.5,4.09,5.84,0,3,0,0,0,1,0,0,0,3,2,0,0,0,0,2,8,7,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,1,1,8,2,0,2,30,0,0,7,97,0,9,0,0,7,0,97,0,0,9,0,18,0,0,0,0,0,18,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,6,2,21952,16038,9,1,48,2,0,0,0,0,2,2,0,-1,0,0,1,1,2,0,9,0,3,2,4,4,8,0,0,0,0,-1,-1
,1,800,1,3,1,60,85,9370,3,1,0,0,1,1,0,0,0,1,1,8030,1,3,1,40,37,2970,3,1,0,0,1,1,0,0,0,1,1,76.3,-1.0,38.3,-1.0,93.7,-1.0,33.9,-1.0,72.3,-1.0,46.9,-1.0,1,2,1.000,127,5,1.0000,1,9,9,163,2,2,1,71,3,1,1.00,1.40,1.00,3,1974,3,4,4,4,1,3,0,3,0,1,3,2,0,2,0,2,16,2,1,5,0,1,2,2,1,3,1,2,2,2,4,2,23,1951,1,1,3,0,2,2,3,2,1,3,2,4,4,2,2,1,1,2,1,3,1,1,1,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,4,1,2,2,4,2,1,1,1,2,3,1,4,5,1,2,2,2,1,6,2,2,2,2,2,2,2,1,2,1,1,3,1,2,1,1,1,2,1,2,4,3,1,2,2,3,0,2,2,8,2,3,2,1,2,1,1,11,2,2,1,2,1,3,2,8,3,1,3,2,2,1,4,2,4,2,6,5,1,2,0,1,1,1,75988,8,55515,2,7,1100,1,57,917,1.42,4.76,7.69,60.6,7.29,7.98,0,1,1,0,0,1,0,0,2,3,2,7940,514,39,219,2,1,3,3.38,3.81,8.00,44.1,6.76,0.55,1,2,9,2,0,2,11,0,0,1,12,0,1,0,0,7,0,97,0,0,2,0,38,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,6,1,21952,16038,3,1,40,0,2,8,0,0,0,0,0,-1,1,2,1,1,2,2,0,0,2,0,-1,2,2,0,0,0,0,-1,-1
,1,8965,1,3,1,35,28,2670,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,26.8,-1.0,-1.0,-1.0,24.3,-1.0,-1.0,-1.0,26.7,-1.0,-1.0,-1.0,5,2,1.000,128,1,1.0000,1,6,9,163,2,3,1,71,3,4,1.00,0.93,1.00,3,1974,0,1,3,2,2,2,2,7,1,1,7,7,2,1,1,2,9,4,0,2,3,2,1,3,3,3,3,2,2,2,3,2,43,1931,4,2,7,5,2,7,3,2,1,5,2,3,3,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,2,2,2,3,1,1,1,1,4,1,5,2,3,1,2,2,3,2,3,1,1,1,1,3,1,1,1,3,2,2,3,1,1,1,1,0,1,2,1,5,3,1,1,1,3,0,2,2,1,2,2,1,1,2,2,1,6,2,2,2,1,1,1,2,7,2,0,2,2,2,1,5,2,4,2,6,8,2,2,0,2,5,0,21952,5,16038,2,4,8351,651,29,428,5.44,2.81,8.00,31.8,4.44,2.88,0,2,0,0,1,2,20,1951,0,2,2,0,0,0,0,1,1,2,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,2,11,4,0,2,0,1,1,7,97,7,0,2,1,0,2,9,2,2,0,0,18,0,0,0,0,0,70,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,6,1,21952,16038,0,1,-1,0,2,3,0,0,0,0,0,-1,1,1,0,0,0,8,0,2,1,2,0,0,-1,0,0,0,0,-1,-1
,1,8500,1,3,1,42,43,3790,3,1,7550,1,3,1,37,30,3570,3,1,6230,1,3,1,44,49,770,3,1,0,0,1,1,0,0,0,1,1,27.1,21.2,28.7,-1.0,26.2,14.3,25.7,-1.0,25.7,23.4,30.3,-1.0,1,1,1.000,129,1,1.0000,1,3,9,163,2,2,2,71,3,7,1.00,0.93,1.00,3,1974,0,1,6,2,2,2,0,5,1,1,2,2,2,2,2,2,11,1,0,2,0,1,2,2,1,2,2,2,2,2,2,2,48,1926,3,1,6,8,2,4,3,2,1,3,2,3,3,2,1,1,1,2,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,7,1,2,2,1,1,1,1,1,1,2,3,4,5,1,2,2,2,2,4,2,2,1,2,2,1,2,1,2,2,1,3,1,2,1,1,1,1,1,2,5,2,1,2,2,3,1,1,2,1,3,3,1,1,2,2,1,9,2,2,2,2,0,1,2,5,4,1,6,2,1,1,5,2,5,1,5,4,2,2,0,1,7,1,42215,8,30841,2,6,8110,413,39,237,2.70,3.81,7.96,34.4,5.89,0.85,0,2,0,0,0,2,23,1949,2,2,2,9540,415,40,67,1,2,3,3.27,3.87,7.84,38.7,7.61,1.26,1,1,8,1,0,2,11,1,0,0,8,1,2,1,1,0,1,8,2,2,2,0,28,2,9950,575,47,237,18,5.39,3.10,7.86,34.1,4.95,2.76,0,1,0,0,0,0,-1,1,0,0,60,70,1,2,1,69,0,0,1,2,2,0,0,0,8,0,-1,0,-1,0,0,0,31,-1,-1
