Variable,FOUND,OCC10,OCCINDV,OCCSTATUS,OCCTAG,PRESTG10,PRESTG105PLUS,INDUS10,INDSTATUS,INDTAG,SPOCC10,SPOCCINDV,SPOCCSTATUS,SPOCCTAG,SPPRES10,SPPRES105PLUS,SPIND10,SPINDSTATUS,SPINDTAG,PAOCC10,PAOCCINDV,PAOCCSTATUS,PAOCCTAG,PAPRES10,PAPRES105PLUS,PAIND10,PAINDSTATUS,PAINDTAG,MAOCC10,MAOCCINDV,MAOCCSTATUS,MAOCCTAG,MAPRES10,MAPRES105PLUS,MAIND10,MAINDSTATUS,MAINDTAG,SEI10,SPSEI10,PASEI10,MASEI10,SEI10EDUC,SPSEI10EDUC,PASEI10EDUC,MASEI10EDUC,SEI10INC,SPSEI10INC,PASEI10INC,MASEI10INC,FAMILY16,FORM,FORMWT,ID,MARITAL,OVERSAMP,RACE,REG16,REGION,SAMPCODE,SAMPLE,SATFRND,SEX,SIZE,SRCBELT,WRKSTAT,WTSS,WTSSALL,WTSSNR,XNORCSIZ,YEAR,DEGREE,RELIG,SATCITY,SIBS,TICKET,ADULTS,BABIES,HOMPOP,PRETEEN,RELIG16,SATHEALT,SOCREL,TEENS,UNEMP,ATTEND,BURGLR,EDUC,ETHNUM,MEMNUM,RES16,VETYEARS,COOP,GOVAID,HAPPY,HEALTH,SATFAM,COMPREND,OWNGUN,PISTOL,RIFLE,SATHOBBY,SHOTGUN,AGE,COHORT,PHONE,SATFIN,SOCFREND,CHILDS,ARREST,SOCOMMUN,CLASS,MEMCHURH,FINALTER,POVLINE,ANOMIA1,FINRELA,INCOM16,ROBBRY,FEAR,ANOMIA8,GETAHEAD,VOTE72,ANOMIA2,EARNRS,PILL,ANOMIA4,CHLDMORE,FUND16,MEMUNION,RELITEN,CONTV,MEMPOLIT,MEMSPORT,MEMVET,MEMYOUTH,ANOMIA9,CONPRESS,FUND,MEMFARM,MEMFRAT,MEMGREEK,MEMHOBBY,MEMNAT,MEMPROF,MEMSCHL,SOCBAR,SPKATH,MEMLIT,MEMSERV,PARTYID,CONEDUC,CONMEDIC,XMARSEX,GUNLAW,JOBHOUR,JOBINC,JOBMEANS,JOBPROMO,JOBSEC,ABHLTH,MEMOTHER,CONCLERG,CONFED,FEWORK,WORDSUM,LIBATH,ANOMIA3,ANOMIA6,ANOMIA7,CHLDIDEL,CONARMY,LIFE,ABDEFECT,CONLABOR,SPKCOM,COMMUN,MOBILE16,ANOMIA5,CONLEGIS,TEENPILL,FEPRES,WORDD,FEHOME,SEXEDUC,CONBUS,COLATH,PREMARSX,SPKSOC,BUSING,LIBCOM,NATSPAC,CANADA,NATHEAL,WIRTAP,RACPRES,NATAID,NATFARE,LIBHOMO,ABRAPE,ABSINGLE,ENGLAND,WORDB,INCOME,NATEDUC,ABPOOR,SPKHOMO,CONJUDGE,WORDI,HOMOSEX,ABNOMORE,RUSSIA,POLVIEWS,WORDA,JAPAN,LIBSOC,NATCRIME,CAPPUN,COLHOMO,DIVLAW,COLSOC,NATDRUG,CHINA,COLCOM,NATARMS,NATRACE,WORDJ,NATENVIR,ISRAEL,WORDF,CONINC,EGYPT,REALINC,WRKSLF,INCDEF,ISCO68,OCC,PRESTIGE,INDUSTRY,DOTDATA,DOTGED,DOTPEOP,DOTPRES,DOTSVP,DOTTHNG,WORDG,CONSCI,WORDE,UNRELAT,MADEG,RACHOME,AGEWED,MARCOHRT,PAWRKSLF,RACDIN,RACFEW,PAISCO68,PAOCC16,PAPRES16,PAIND16,RACMAR,MAWORK,BRAZIL,PADOTDAT,PADOTGED,PADOTPEO,PADOTPRE,PADOTSVP,PADOTTHN,RACLIVE,NATCITY,MAEDUC,SATJOB,WORDH,RACHAF,ETHNIC,DIVORCE,WORDC,PADEG,PAEDUC,SPWRKSTA,WKSUB,SPREL,HAPMAR,SPDEG,SPREL16,SPEDUC,SPFUND,SPFUND16,WKSUP,PRES72,DENOM16,SPWRKSLF,SPISCO68,SPOCC,SPPRES,SPIND,DENOM,SPDOTDAT,SPDOTGED,SPDOTPEO,SPDOTPRE,SPDOTSVP,SPDOTTHN,RINCOME,RACMOST,CONRINC,REALRINC,WKSUBS,RICHWORK,HRS1,PRAYER,FEPOLY,PRAYERY,SPDEN16,SPDEN,FEPOL,COURTS,EVWORK,SPHRS1,MAWK16,MAWKBABY,RACCLOS,RACDIS,RACINTEG,COURTSY,WKSUPS,SPEVWORK,IF72WHO,FAMDIF16,VETKIND,CHLDNUM,CHLDSOON,OTHER,OTH16,SPOTHER,SPOTH16,HRS2,SPHRS2
,1,4850,1,3,1,45,55,3570,3,1,5700,1,3,1,47,55,4470,3,1,9999,0,2,1,0,0,9999,2,1,0,0,1,1,0,0,0,1,1,62.0,38.8,-1.0,-1.0,73.0,57.6,-1.0,-1.0,68.1,27.8,-1.0,-1.0,4,1,1.000,1251,1,1.0000,1,7,7,153,2,1,1,4,4,1,1.00,0.93,1.00,3,1974,1,1,1,1,1,2,0,2,0,1,1,4,0,2,3,2,11,1,2,2,0,1,2,1,1,1,1,1,2,1,2,1,65,1909,3,1,3,3,2,2,4,1,1,3,2,5,3,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2,7,2,2,2,4,2,1,1,2,4,2,1,3,5,1,9,1,1,2,4,1,2,1,1,3,8,1,1,3,2,1,1,1,3,1,2,1,1,2,1,5,1,2,2,1,3,0,2,2,2,3,3,1,1,8,-1,1,11,3,1,2,3,0,1,1,-1,4,0,-1,1,1,1,5,8,5,1,-1,4,8,2,0,3,-1,1,75988,-1,55515,2,7,4510,281,49,219,2.62,3.84,5.13,47.1,5.05,7.89,0,1,1,0,7,2,20,1929,9,1,1,0,999,0,999,1,0,-1,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,3,97,1,9,0,8,2,9,0,0,7,1,1,1,1,1,12,1,2,2,2,18,2,3211,372,46,527,18,2.98,4.00,6.03,47.7,5.98,7.98,11,0,75988,55515,3,1,10,1,0,0,60,18,1,2,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,31,-1,-1
,1,230,1,3,1,59,80,7860,3,1,0,0,1,1,0,0,0,1,1,205,1,3,1,46,58,170,3,1,0,0,1,1,0,0,0,1,1,75.5,-1.0,39.9,-1.0,92.0,-1.0,45.2,-1.0,74.2,-1.0,40.3,-1.0,4,1,1.000,1252,5,1.0000,1,7,7,153,2,2,2,4,4,5,1.00,1.40,1.00,3,1974,4,1,3,4,1,3,0,3,0,1,3,1,0,2,6,2,18,3,3,2,0,1,2,1,3,2,1,1,1,1,2,1,67,1907,3,2,2,0,2,2,2,1,1,3,1,3,3,2,1,2,2,1,1,3,1,2,4,2,2,3,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,7,2,1,2,4,2,1,1,1,5,4,1,2,3,1,2,1,2,1,7,8,2,1,2,0,2,2,1,2,2,3,2,2,2,1,1,1,2,1,1,5,8,2,2,1,2,1,3,2,1,3,3,1,1,1,3,1,11,1,1,1,3,1,8,1,2,4,1,5,8,1,1,4,3,5,1,9,4,1,3,0,1,0,0,75988,5,55515,2,7,1391,240,60,857,1.19,5.75,1.43,71.2,7.93,7.88,1,2,1,0,7,1,0,0,1,3,2,6110,801,41,17,2,0,4,1.68,3.84,7.97,30.9,6.62,1.51,2,8,97,0,9,1,0,0,1,0,0,0,0,0,0,7,0,97,0,0,0,2,28,0,0,0,0,0,38,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,0,6754,4935,0,0,-1,1,0,0,0,0,2,2,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,-1,-1
,1,0,0,1,1,0,0,0,1,1,2040,1,3,1,66,86,9160,3,1,6050,1,3,1,27,18,180,3,1,0,0,1,1,0,0,0,1,1,-1.0,62.6,14.0,-1.0,-1.0,89.4,14.1,-1.0,-1.0,45.2,7.7,-1.0,1,2,1.000,1253,1,1.0000,1,7,7,153,2,1,2,4,4,7,1.00,0.93,1.00,3,1974,1,1,1,2,2,2,1,6,2,1,1,5,1,2,8,2,14,1,4,1,0,1,2,1,1,1,1,1,2,2,1,1,33,1941,3,2,5,4,2,3,3,1,1,3,2,3,4,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,7,1,1,2,1,1,1,1,2,4,3,1,2,5,1,9,1,2,2,6,1,2,2,1,4,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,5,1,1,2,1,3,3,2,2,1,3,3,1,1,2,3,1,9,2,2,2,2,1,1,2,4,6,1,3,1,1,1,5,2,5,1,4,4,2,2,0,2,3,1,42215,0,30841,0,6,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,0,2,1,0,1,2,18,1959,1,3,2,6110,801,41,17,1,2,1,1.68,3.84,7.97,30.9,6.62,1.51,2,1,12,1,0,2,14,2,0,0,8,1,2,1,1,3,1,16,1,1,1,2,18,2,1410,86,69,877,18,1.05,5.97,0.06,59.6,7.96,7.97,0,1,0,0,0,0,-1,0,2,3,18,18,0,0,2,60,0,0,0,0,0,2,3,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,3300,1,3,1,61,84,8190,3,1,6355,1,3,1,49,54,7860,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,60.5,45.4,-1.0,-1.0,83.7,43.9,-1.0,-1.0,50.5,55.3,-1.0,-1.0,5,2,1.000,1254,1,1.0000,1,7,7,153,2,3,2,4,4,2,1.00,0.93,1.00,3,1974,1,1,4,11,1,2,0,5,3,1,3,4,0,2,2,2,12,4,0,1,1,1,1,1,1,1,1,1,1,1,5,2,32,1942,3,2,6,3,2,7,2,2,1,3,2,3,1,2,1,2,2,1,2,2,1,2,1,1,2,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,1,2,2,4,2,1,3,1,2,3,1,4,5,1,2,3,2,1,9,2,2,2,2,4,2,1,1,3,1,2,2,2,2,1,1,1,2,1,2,5,4,1,2,2,3,0,2,9,1,2,2,2,1,1,1,1,10,2,1,1,2,1,4,1,3,3,1,1,2,2,1,4,3,5,1,7,5,1,2,0,2,0,1,59102,4,43178,2,7,540,80,61,838,2.63,4.47,7.85,52.4,5.63,1.57,1,1,1,0,1,2,18,1960,0,2,2,0,0,0,0,2,1,5,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,2,12,1,1,2,0,1,1,7,97,1,1,1,1,1,1,11,1,1,2,2,18,2,8550,430,49,857,18,2.12,3.96,7.77,43.8,6.95,1.25,9,1,42215,30841,3,2,15,0,2,3,18,18,0,0,0,40,1,8,0,0,0,8,0,0,0,1,4,1,0,0,0,0,0,-1,-1
,1,6220,1,3,1,39,36,770,3,1,4720,1,3,1,28,16,8680,3,1,310,1,3,1,39,40,8680,3,1,0,0,1,1,0,0,0,1,1,24.6,21.6,41.0,-1.0,16.0,35.0,54.2,-1.0,30.4,9.9,35.3,-1.0,1,2,1.000,1255,1,1.0000,1,6,7,151,2,3,1,12,5,1,1.00,0.93,1.00,3,1974,1,1,4,3,1,2,0,2,0,1,1,6,0,2,0,2,13,4,0,1,0,1,2,2,1,4,2,2,2,2,3,2,24,1950,1,2,3,1,1,1,1,2,1,3,2,3,5,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,1,1,1,1,5,3,2,1,4,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,4,4,2,2,2,1,3,3,2,2,3,3,1,1,1,1,1,8,1,1,2,3,0,1,1,7,2,0,5,2,1,1,4,1,5,1,6,5,3,3,0,1,7,9,30395,9,22206,2,6,9510,410,36,69,3.48,3.08,7.89,35.5,7.67,1.43,0,3,0,0,0,2,23,1973,1,1,1,5000,230,39,669,1,1,4,1.44,3.97,5.95,43.7,5.99,7.74,2,3,10,1,0,0,0,2,9,0,11,1,1,1,2,0,8,10,2,9,2,0,18,2,3311,310,31,669,18,3.91,3.11,6.06,27.4,2.44,7.97,8,0,30395,22206,4,1,50,0,3,3,0,70,0,0,0,35,1,2,0,0,0,1,0,0,1,0,-1,2,2,0,0,0,0,-1,-1
,1,4200,1,3,1,37,29,7690,3,1,800,1,3,1,60,85,7570,3,1,5630,1,3,1,34,26,6080,3,1,0,0,1,1,0,0,0,1,1,33.2,76.3,31.6,-1.0,36.5,93.7,38.3,-1.0,31.5,72.3,26.4,-1.0,1,1,1.000,1256,1,1.0000,1,7,7,151,2,1,1,12,5,1,1.00,0.93,1.00,3,1974,1,1,4,1,1,2,2,5,1,1,2,4,0,1,8,2,14,1,1,2,0,1,2,1,1,1,1,1,1,1,2,1,35,1939,3,2,4,3,1,3,3,1,1,3,2,3,2,2,2,2,1,1,2,1,2,2,2,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,1,2,2,5,2,2,1,2,3,2,1,4,5,1,2,2,3,1,7,2,2,2,1,3,2,1,1,3,1,1,2,1,2,2,1,1,2,2,3,5,1,1,2,2,2,0,2,2,2,3,3,2,1,2,0,1,12,1,2,1,2,0,1,2,4,5,1,5,2,1,1,5,2,5,1,9,4,2,2,0,1,2,1,107052,8,94738,1,8,2190,245,50,728,1.97,4.37,5.59,48.3,6.61,7.18,1,1,1,0,1,1,21,1960,2,3,2,8490,486,37,407,2,1,3,2.99,3.81,8.00,38.2,6.62,1.91,8,8,11,1,1,2,8,1,0,0,4,7,2,1,1,1,1,12,1,2,1,2,18,2,1100,1,57,377,60,1.42,4.76,7.69,60.6,7.29,7.98,12,1,108224,96450,0,1,89,2,0,0,60,60,2,2,0,-1,1,8,0,0,0,0,3,1,0,0,-1,0,-1,35,0,35,51,-1,-1
,1,2320,1,3,1,64,91,7860,3,1,8000,1,3,1,28,19,7280,3,1,4500,1,3,1,36,29,8970,3,1,0,0,1,1,0,0,0,1,1,82.5,23.2,21.5,-1.0,99.0,16.5,31.2,-1.0,65.6,26.1,11.3,-1.0,8,1,1.000,1257,1,1.0000,1,7,7,151,2,2,2,12,5,5,1.00,0.93,1.00,3,1974,1,2,4,5,2,2,0,2,0,2,4,2,0,2,8,2,14,1,1,3,0,1,2,1,2,2,1,2,2,2,2,2,68,1906,3,2,5,2,2,4,3,1,3,3,2,3,3,2,2,8,2,1,2,1,1,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,7,1,2,2,4,1,2,1,1,4,1,3,2,5,2,2,1,2,2,10,2,2,2,2,3,2,1,1,2,1,3,1,2,3,1,1,1,2,1,2,5,2,1,2,2,2,1,8,2,1,3,2,2,1,2,9,1,5,1,2,1,2,1,2,2,2,4,1,2,2,1,1,4,2,4,1,3,5,2,2,1,2,2,1,18575,5,13570,2,5,1320,144,63,857,1.90,4.99,2.02,62.7,6.96,8.00,1,1,1,0,1,1,26,1932,1,3,2,5700,935,38,788,2,0,1,2.90,3.09,6.93,27.9,5.14,1.64,2,1,12,0,1,1,10,2,1,1,12,2,2,2,2,1,2,14,2,2,2,2,0,1,1100,1,57,889,0,1.42,4.76,7.69,60.6,7.29,7.98,0,0,0,0,0,0,-1,1,0,0,0,0,2,2,1,30,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,-1,-1
,1,5840,1,3,1,38,34,6990,3,1,4850,1,3,1,45,55,2290,3,1,6050,1,3,1,27,18,180,3,1,0,0,1,1,0,0,0,1,1,39.2,62.0,14.0,-1.0,61.1,73.0,14.1,-1.0,25.9,68.1,7.7,-1.0,1,2,1.000,1258,1,1.0000,1,7,7,151,2,2,2,12,5,7,1.00,0.93,1.00,3,1974,1,1,2,4,1,2,0,4,1,1,2,6,1,2,7,2,12,3,2,3,0,1,2,1,1,1,1,1,2,1,2,2,42,1932,1,2,5,2,2,7,3,1,3,3,2,3,2,2,2,2,1,1,2,1,1,1,2,1,2,2,3,2,2,2,1,1,2,1,2,2,2,2,2,2,2,7,1,2,2,1,2,1,1,2,4,3,1,2,5,1,2,2,3,1,5,2,2,2,1,2,1,9,2,2,1,1,1,1,2,1,1,1,1,1,2,4,1,1,8,2,1,4,8,2,1,2,2,2,2,2,2,1,9,8,2,1,1,0,1,2,9,6,1,3,2,8,2,4,2,4,1,5,8,1,1,0,1,0,1,42215,8,30841,2,6,3990,395,36,717,3.55,3.59,7.60,41.0,3.91,7.94,0,1,1,0,1,2,24,1956,1,3,2,6110,801,41,17,8,1,4,1.68,3.84,7.97,30.9,6.62,1.51,2,2,13,1,9,2,0,2,9,8,12,1,1,1,1,1,4,15,1,3,2,2,18,2,4510,281,49,347,18,2.62,3.84,5.13,47.1,5.05,7.89,0,8,0,0,3,0,-1,0,2,3,0,18,0,0,1,40,1,2,0,0,0,8,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,5700,1,3,1,47,55,7970,3,1,6230,1,3,1,44,49,770,3,1,4700,1,3,1,38,39,4870,3,1,0,0,1,1,0,0,0,1,1,38.8,28.7,43.0,-1.0,57.6,25.7,55.4,-1.0,27.8,30.3,39.1,-1.0,1,2,1.000,1259,1,1.0000,1,7,7,151,2,1,2,12,5,1,1.00,0.93,1.00,3,1974,1,1,1,2,2,2,0,5,0,1,1,2,3,2,5,2,13,1,2,5,0,1,2,1,1,1,1,2,2,2,1,2,35,1939,1,2,5,4,2,4,3,1,1,3,2,3,3,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,7,1,2,2,0,1,1,1,1,5,3,1,2,4,1,2,1,2,1,6,2,2,2,1,4,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,4,1,1,2,2,3,0,1,2,1,2,3,2,1,2,0,1,11,1,2,1,1,1,1,2,9,4,1,1,2,1,1,4,2,4,1,7,5,1,1,0,1,0,1,75988,0,55515,2,7,620,371,46,828,2.98,3.95,6.07,47.1,5.81,8.00,0,1,9,0,1,2,18,1957,1,1,2,2190,245,50,607,1,1,0,1.97,4.37,5.59,48.3,6.61,7.18,2,1,11,1,1,2,14,1,9,3,16,1,1,1,1,1,1,15,1,1,1,0,18,1,9540,415,40,67,18,3.27,3.87,7.84,38.7,7.61,1.26,7,1,25329,18505,4,2,40,0,2,3,60,18,0,0,0,60,1,1,0,0,0,8,4,0,3,0,-1,0,-1,0,0,0,68,-1,-1
,1,1430,1,3,1,63,91,9999,2,1,7720,1,3,1,27,12,9999,2,1,205,1,3,1,46,58,180,3,1,0,0,1,1,0,0,0,1,1,81.6,23.3,39.9,-1.0,90.5,28.2,45.2,-1.0,89.6,15.9,40.3,-1.0,1,1,1.000,1260,1,1.0000,1,7,7,151,2,4,1,27,4,1,1.00,0.93,1.00,5,1974,1,2,2,11,1,2,1,4,1,1,1,3,0,2,2,2,12,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,31,1943,3,3,3,1,1,7,3,2,2,3,2,2,3,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,5,1,2,2,2,2,1,1,2,4,1,3,2,5,1,2,3,2,2,3,2,2,2,2,4,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,4,4,1,2,2,1,0,1,2,1,3,3,2,1,2,2,0,9,3,2,1,1,0,4,2,9,7,1,7,2,1,1,4,2,4,1,9,5,3,1,0,1,9,0,42215,9,30841,2,6,830,55,51,189,1.30,4.96,6.66,59.5,6.84,7.55,0,1,0,0,1,1,24,1967,1,3,2,6110,801,41,17,2,2,3,1.68,3.84,7.97,30.9,6.62,1.51,1,3,12,3,1,2,14,1,0,0,7,7,1,2,1,1,2,12,2,2,1,2,18,2,8493,602,27,189,0,6.65,2.42,8.00,30.3,3.24,4.59,9,2,42215,30841,3,1,40,2,0,0,0,0,2,1,0,-1,0,0,1,3,2,0,4,1,0,0,3,0,-1,0,0,0,0,-1,-1
,1,1410,1,3,1,73,94,7290,3,1,3255,1,3,1,64,87,8190,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,86.5,84.2,-1.0,-1.0,94.4,97.8,-1.0,-1.0,93.3,80.3,-1.0,-1.0,7,2,1.000,1261,1,1.0000,1,7,7,151,2,1,1,27,4,1,1.00,0.93,1.00,5,1974,4,2,2,4,1,2,1,8,3,4,3,6,2,1,7,2,16,1,11,4,3,2,2,3,3,1,1,1,1,1,1,1,42,1932,3,1,2,3,1,4,2,1,3,3,2,4,2,2,2,1,1,1,2,1,1,1,2,3,2,2,3,2,1,1,1,2,2,2,2,1,1,1,2,1,1,3,1,1,1,2,3,2,1,2,4,2,1,3,5,2,2,3,3,1,6,2,2,1,1,8,3,3,2,3,1,2,2,1,3,1,1,1,2,1,1,5,4,1,2,2,3,9,1,2,2,3,3,2,2,2,9,1,12,1,2,1,3,1,1,2,0,6,1,0,2,1,2,5,1,5,1,9,4,3,3,0,1,9,1,107052,9,94738,1,8,230,12,69,888,0.41,5.67,7.78,67.9,7.82,2.00,0,2,0,0,0,1,22,1954,0,2,1,0,0,0,0,2,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,2,1,0,4,1,0,15,2,0,7,97,7,2,2,1,2,2,14,2,2,1,1,0,2,710,75,62,838,0,2.88,4.19,6.44,53.8,6.91,7.99,12,0,108224,96450,0,1,62,0,3,1,0,0,0,0,0,-1,0,0,0,0,0,2,3,1,0,1,6,0,-1,0,0,0,0,-1,-1
,1,5700,1,3,1,47,55,4180,3,1,4700,1,3,1,38,39,1870,3,1,205,1,3,1,46,58,180,3,1,0,0,1,1,0,0,0,1,1,38.8,43.0,39.9,-1.0,57.6,55.4,45.2,-1.0,27.8,39.1,40.3,-1.0,1,1,1.000,1262,1,1.0000,1,7,7,151,2,2,2,27,4,7,1.00,0.93,1.00,5,1974,1,1,2,1,2,2,1,4,1,4,2,5,0,2,7,2,13,1,7,2,0,1,2,1,1,2,1,1,2,2,2,1,34,1940,3,1,3,2,2,2,3,1,1,3,2,4,3,2,2,1,1,1,2,1,1,2,2,3,2,2,2,2,2,2,1,2,3,2,2,1,1,1,2,2,1,6,1,1,2,5,1,1,1,1,3,2,1,4,5,1,2,1,2,1,6,2,2,2,2,2,1,1,1,2,2,1,3,2,2,1,1,1,2,1,2,5,1,2,2,2,3,2,2,2,1,3,3,2,1,1,2,1,10,2,2,2,2,1,1,2,4,6,1,4,2,1,1,4,3,5,1,7,4,2,2,0,2,4,1,59102,7,43178,2,7,3211,372,46,557,2.98,4.00,6.03,47.7,5.98,7.98,0,1,1,0,1,2,21,1961,1,3,2,6110,801,41,17,2,2,3,1.68,3.84,7.97,30.9,6.62,1.51,1,2,12,1,0,1,6,2,0,1,12,1,1,1,1,3,4,16,2,3,2,2,0,2,2190,245,50,329,28,1.21,4.94,3.95,60.1,7.32,7.41,0,0,0,0,3,0,-1,1,0,0,0,28,2,2,1,30,0,0,1,2,2,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1
,1,5820,1,3,1,37,29,8590,3,1,0,0,1,1,0,0,0,1,1,7710,1,3,1,44,47,3580,3,1,0,0,1,1,0,0,0,1,1,35.1,-1.0,37.7,-1.0,56.7,-1.0,34.1,-1.0,21.1,-1.0,45.2,-1.0,1,2,1.000,1263,5,1.0000,1,4,7,151,2,2,2,27,4,7,1.00,0.93,1.00,5,1974,0,2,2,3,2,2,0,4,2,2,1,1,0,2,5,2,12,2,3,5,0,1,2,2,2,1,1,2,2,2,1,2,21,1953,3,2,2,0,2,4,3,2,3,3,2,4,4,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,6,1,2,2,1,1,1,2,1,4,3,2,1,5,1,1,2,1,1,6,2,2,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,5,3,1,2,2,3,4,2,2,2,2,1,2,1,1,1,1,9,1,1,2,1,1,1,1,3,4,1,1,2,2,2,5,1,5,1,2,5,2,3,0,1,2,1,42215,3,30841,2,6,3210,391,41,748,3.72,3.05,7.90,37.6,3.78,7.85,0,1,1,0,0,1,0,0,2,3,2,8730,660,29,227,2,1,2,7.00,2.35,8.00,25.9,2.91,4.25,1,3,10,2,0,2,15,0,0,1,12,0,0,0,0,7,0,97,0,0,0,0,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,3,1,11820,8636,0,0,-1,0,2,3,0,0,0,0,1,-1,2,2,2,3,2,2,0,0,1,0,-1,2,0,0,0,0,0,-1,-1
,1,5700,1,3,1,47,55,7290,3,1,4920,1,3,1,49,69,7070,3,1,2040,1,3,1,66,86,9160,3,1,0,0,1,1,0,0,0,1,1,38.8,56.9,62.6,-1.0,57.6,78.0,89.4,-1.0,27.8,49.6,45.2,-1.0,1,2,1.000,1264,1,1.0000,1,7,7,151,2,3,2,27,4,2,1.00,0.93,1.00,5,1974,1,1,2,1,2,2,0,3,1,1,2,3,0,2,6,2,13,2,0,6,0,1,2,1,2,1,1,2,2,2,3,2,31,1943,3,2,4,1,2,7,3,2,1,3,2,4,4,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,1,2,2,4,2,1,1,1,2,3,1,4,5,1,2,1,3,1,8,2,2,2,2,2,2,2,1,3,1,2,1,2,2,1,2,1,2,1,2,4,3,1,2,2,3,3,1,2,1,3,2,2,1,2,4,1,12,1,2,1,2,1,1,2,4,5,1,4,2,1,1,4,2,4,1,6,4,2,1,0,1,2,1,107052,7,94738,2,8,3211,372,46,377,2.98,4.00,6.03,47.7,5.98,7.98,1,2,1,0,1,2,21,1964,2,3,2,1410,86,69,877,2,2,5,1.05,5.97,0.06,59.6,7.96,7.97,2,2,11,2,1,1,30,2,0,1,14,1,1,1,1,1,1,12,1,1,2,0,18,1,4411,270,44,718,18,2.99,3.95,5.02,47.8,5.82,8.00,1,0,1689,1234,3,1,23,0,1,1,18,18,0,0,0,50,0,0,0,0,0,2,0,0,2,0,-1,0,-1,0,0,0,0,-1,-1
,1,6250,1,3,1,38,23,770,3,1,0,0,1,1,0,0,0,1,1,6440,1,3,1,43,50,770,3,1,0,0,1,1,0,0,0,1,1,21.4,-1.0,36.2,-1.0,13.5,-1.0,27.8,-1.0,24.9,-1.0,47.7,-1.0,1,2,1.000,1265,5,1.0000,1,7,7,151,2,3,1,1233,2,1,1.00,1.40,1.00,1,1974,1,4,4,5,1,3,0,5,0,2,1,2,2,1,2,2,13,3,2,5,0,2,2,2,1,2,1,1,1,1,1,1,23,1951,3,2,4,0,2,2,2,2,2,3,2,3,5,2,1,1,3,1,1,2,1,1,1,2,2,4,1,2,1,2,1,1,1,3,2,2,2,2,2,2,2,7,1,2,2,7,3,1,1,1,1,3,2,4,5,1,2,2,3,1,6,2,2,2,8,1,3,2,1,2,2,2,1,1,2,1,1,1,2,1,2,4,3,1,2,1,2,0,2,2,1,3,3,2,1,2,1,1,10,1,2,1,2,0,8,2,3,4,1,3,2,1,2,4,2,4,1,9,5,3,2,0,1,2,1,59102,8,43178,2,7,9520,421,32,67,6.80,2.95,8.00,30.9,5.84,3.83,0,1,1,0,1,1,0,0,2,3,2,8710,522,41,69,2,2,2,3.00,3.91,7.81,43.4,7.28,1.25,2,2,12,2,0,2,0,0,1,1,12,0,1,0,0,7,0,97,0,0,1,1,0,0,0,0,0,0,0,-1.00,-1.00,-1.00,-1.0,-1.00,-1.00,6,1,21952,16038,3,2,40,0,2,3,0,0,0,0,0,-1,0,0,0,0,0,8,4,0,0,0,-1,1,1,0,0,0,0,-1,-1
